iter	MultiClass
316	0.07399138787
317	0.07368582082
318	0.07334425967
319	0.07318042985
320	0.07296389861
321	0.07270215087
322	0.07243580005
323	0.07216666579
324	0.07209737253
325	0.07196369651
326	0.07175944882
327	0.07163529193
328	0.07147972385
329	0.07133667966
330	0.07103126144
331	0.0709625397
332	0.07079387077
333	0.07052248804
334	0.07033519647
335	0.07020366102
336	0.07003790136
337	0.06989813866
338	0.06959913147
339	0.06941161317
340	0.06931483907
341	0.06899936163
342	0.06879501816
343	0.06865288382
344	0.06837886991
345	0.06826691239
346	0.0680481482
347	0.06793109317
348	0.06753110211
349	0.0673936048
350	0.06717744359
351	0.06709377526
352	0.06693539218
353	0.06676399953
354	0.06662775377
355	0.06634882069
356	0.06613825759
357	0.06602341118
358	0.0659095867
359	0.06570380787
360	0.06545627252
361	0.0652365138
362	0.06506943619
363	0.06497948925
364	0.06485380361
365	0.06461756496
366	0.06449465598
367	0.06436051224
368	0.0641374728
369	0.06393771113
370	0.063825318
371	0.06369684004
372	0.0636125609
373	0.06348594893
374	0.0633414883
375	0.06314468428
376	0.06292802776
377	0.0628134303
378	0.0627086155
379	0.06246468773
380	0.06238882064
381	0.06223962171
382	0.06212271378
383	0.06204810407
384	0.06192209741
385	0.06171999075
386	0.06158220094
387	0.06146869801
388	0.0612362193
389	0.06108284493
390	0.06091003285
391	0.06071792987
392	0.06046543839
393	0.06028664416
394	0.05992015592
395	0.05983886767
396	0.05962081698
397	0.05951418932
398	0.05927835257
399	0.05907425129
400	0.0589590825
401	0.05882328487
402	0.05861096859
403	0.05846418837
404	0.0582130593
405	0.05801995612
406	0.05782119927
407	0.05770223433
408	0.05739699566
409	0.05730711584
410	0.05714488101
411	0.05706019759
412	0.0569334003
413	0.05676067764
414	0.05657686014
415	0.05645308233
416	0.05622831922
417	0.05616842481
418	0.05605144894
419	0.05586308145
420	0.05573260611
421	0.05551342827
422	0.05541374594
423	0.05524686095
424	0.05512239666
425	0.0549824928
426	0.0548888503
427	0.05472007083
428	0.05443561712
429	0.05430090023
430	0.05422684879
431	0.05410245998
432	0.05395423614
433	0.05370409515
434	0.0535149822
435	0.05341918117
436	0.05332264012
437	0.05324778136
438	0.05311979146
439	0.05285387618
440	0.05270822905
441	0.05261107032
442	0.05245530243
443	0.05235549985
444	0.05223718191
445	0.05210756774
446	0.05198785252
447	0.05182904176
448	0.05167954548
449	0.05152012046
450	0.05141595018
451	0.05120696889
452	0.05111781492
453	0.05098956309
454	0.05089168061
455	0.05077696821
456	0.05068253159
457	0.05060252561
458	0.05049317015
459	0.05035087149
460	0.0501893496
461	0.05009894101
462	0.05000982067
463	0.04989122182
464	0.04977380791
465	0.0496483128
466	0.04958992254
467	0.04948788149
468	0.04930864112
469	0.04920408008
470	0.04905761236
471	0.04898272382
472	0.04889662735
473	0.04867934522
474	0.04843215439
475	0.04834741011
476	0.0482313818
477	0.04814604168
478	0.0479959959
479	0.0479203962
480	0.04778771315
481	0.04770592405
482	0.0475823939
483	0.0473440917
484	0.04722408526
485	0.0471161281
486	0.04697412526
487	0.04689032672
488	0.04683872126
489	0.04672104077
490	0.04660933218
491	0.04649703935
492	0.04644643878
493	0.04639442457
494	0.04634615865
495	0.04625039711
496	0.04613634181
497	0.04597321192
498	0.0458863532
499	0.04580223471
500	0.04569425546
501	0.04563800806
502	0.04548535841
503	0.04538770462
504	0.04527182184
505	0.04521577175
506	0.04514212434
507	0.04500972021
508	0.04496796216
509	0.04484667394
510	0.04472706293
511	0.04464491827
512	0.04450356668
513	0.04443052888
514	0.04432544173
515	0.04420331343
516	0.04412529906
517	0.04403403003
518	0.04394767831
519	0.04388462294
520	0.04372849853
521	0.0435652564
522	0.04349656195
523	0.04337211031
524	0.0433043131
525	0.04318276233
526	0.04313078582
527	0.04305948357
528	0.04294526681
529	0.04283933349
530	0.04275610921
531	0.04269745895
532	0.04257441266
533	0.04246217931
534	0.04238264619
535	0.04223498038
536	0.0421180441
537	0.04202551888
538	0.0419331313
539	0.04183952255
540	0.0417459406
541	0.04167236857
542	0.04150855061
543	0.04147105396
544	0.04140532249
545	0.04134802919
546	0.04125782173
547	0.04117557075
548	0.04109782874
549	0.04097860956
550	0.04086468236
551	0.04075851398
552	0.040698788
553	0.0406262361
554	0.0405439025
555	0.0404726339
556	0.0404033061
557	0.04035625444
558	0.04032913849
559	0.04025267963
560	0.0401354321
561	0.04004814164
562	0.0399569763
563	0.03986279977
564	0.03975118416
565	0.03967178229
566	0.03955468376
567	0.03947155871
568	0.03938343584
569	0.03924663007
570	0.03915950131
571	0.03900915534
572	0.03890887647
573	0.03879628978
574	0.03869609319
575	0.03857193069
576	0.03845405217
577	0.03835569956
578	0.0382648709
579	0.03816381795
580	0.03812183981
581	0.03799237951
582	0.03791835033
583	0.03789121424
584	0.0378076969
585	0.03770862246
586	0.03759299514
587	0.03753225666
588	0.03747078371
589	0.0374162187
590	0.03732270123
591	0.03724493522
592	0.03718141296
593	0.03711796919
594	0.03701132035
595	0.0369123391
596	0.0368699428
597	0.03682470854
598	0.03675389691
599	0.03666353366
600	0.03657421644
601	0.0364764431
602	0.03644110109
603	0.03636521395
604	0.0362455272
605	0.03621817474
606	0.03611171479
607	0.03602237585
608	0.03593238265
609	0.03582521396
610	0.0357673769
611	0.03570513431
612	0.03564623645
613	0.03560876337
614	0.03555974732
615	0.03548528028
616	0.03541253284
617	0.03537433195
618	0.03532972633
619	0.035301092
620	0.03523465832
621	0.03522059712
622	0.03514943222
623	0.03508382046
624	0.03505669071
625	0.03500304145
626	0.03495033363
627	0.0348740652
628	0.0348219919
629	0.03475284736
630	0.03469138342
631	0.03457866907
632	0.03453211479
633	0.03444652949
634	0.03431158004
635	0.03424206805
636	0.03415688709
637	0.03412813783
638	0.03407063187
639	0.03402756192
640	0.033971071
641	0.03391348734
642	0.03385885032
643	0.03379493212
644	0.0337460208
645	0.03370637883
646	0.03360907429
647	0.03352419033
648	0.03347289538
649	0.03339805786
650	0.0332823006
651	0.03322792713
652	0.03320272143
653	0.03311711995
654	0.03303038656
655	0.03296673965
656	0.03294144283
657	0.0328333371
658	0.03279982583
659	0.03275909391
660	0.03266179873
661	0.03259624222
662	0.0325028622
663	0.03241626738
664	0.03232898154
665	0.03229212825
666	0.03221258175
667	0.03208832514
668	0.03201136531
669	0.03199055451
670	0.03194313094
671	0.03187551773
672	0.0317977466
673	0.03177064189
674	0.03170539038
675	0.03164439534
676	0.03161587358
677	0.03156273926
678	0.0315227555
679	0.03147368737
680	0.03142455956
681	0.03135323737
682	0.0312238174
683	0.03118034084
684	0.03114798273
685	0.03111934642
686	0.03107645182
687	0.03101520452
688	0.03098935765
689	0.030908111
690	0.03084233323
691	0.03081425923
692	0.0307625363
693	0.03069623246
694	0.03065657905
695	0.03063857229
696	0.03057208894
697	0.03053558
698	0.03045614939
699	0.03040923571
700	0.03033162944
701	0.03028097851
702	0.03022371548
703	0.03016553233
704	0.03010265522
705	0.03004099635
706	0.02998444966
707	0.02995269278
708	0.0298604157
709	0.02983338289
710	0.02980616115
711	0.02977484959
712	0.02974438531
713	0.02968027129
714	0.02963825394
715	0.0296005
716	0.02953126915
717	0.02948073836
718	0.02942482149
719	0.02937197169
720	0.02931162064
721	0.02928242775
722	0.02920835752
723	0.0291310997
724	0.02906476255
725	0.02899472178
726	0.02894459076
727	0.02891573941
728	0.02885762871
729	0.02880395748
730	0.02873834886
731	0.02871533265
732	0.02867018728
733	0.0285732167
734	0.02853515651
735	0.02849757139
736	0.02841893642
737	0.02837168645
738	0.02829559064
739	0.02823332471
740	0.02819010296
741	0.02814201053
742	0.02810062376
743	0.02806068992
744	0.02800126206
745	0.02794138668
746	0.02789130155
747	0.02782756906
748	0.02776040485
749	0.02770871122
750	0.0276502214
751	0.02761854446
752	0.02759988157
753	0.02753750365
754	0.02750924833
755	0.0274950051
756	0.02743584548
757	0.02740061841
758	0.02734187542
759	0.02730364936
760	0.02728328204
761	0.02723841467
762	0.02716141234
763	0.02709521662
764	0.02707037749
765	0.02701437321
766	0.02695418201
767	0.02689652543
768	0.02686155489
769	0.02678043147
770	0.02673102298
771	0.02669832246
772	0.02667206917
773	0.02662556581
774	0.02658428312
775	0.02653541432
776	0.02651765281
777	0.02647836209
778	0.02642493815
779	0.02638807478
780	0.0263513222
781	0.02631987688
782	0.0262839984
783	0.02622606551
784	0.02616996521
785	0.02613027811
786	0.02610952906
787	0.02608960456
788	0.02605405013
789	0.02597007972
790	0.02592378186
791	0.02588772256
792	0.02586213488
793	0.02583457295
794	0.02576092073
795	0.02574821345
796	0.02569726725
797	0.02565953235
798	0.02561512674
799	0.02552812007
800	0.02548936783
801	0.02545039194
802	0.02542836272
803	0.02539253466
804	0.02535419306
805	0.02531667874
806	0.02523845557
807	0.0252045984
808	0.02515569914
809	0.02513746273
810	0.02510664364
811	0.02505972328
812	0.02503966837
813	0.02499052833
814	0.02495483695
815	0.02491919928
816	0.02488969813
817	0.02483621307
818	0.02474958115
819	0.02471353161
820	0.02466855695
821	0.02463790273
822	0.02461399837
823	0.02457127728
824	0.02450506812
825	0.02446209668
826	0.0243802551
827	0.02433648685
828	0.02430982964
829	0.02427169227
830	0.02424162107
831	0.02420098688
832	0.02415800158
833	0.02411687022
834	0.02409471255
835	0.02406816708
836	0.02403495366
837	0.02400844968
838	0.02396541954
839	0.0239149308
840	0.02386488839
841	0.02382932638
842	0.02381766632
843	0.02379660999
844	0.02375960378
845	0.02372849129
846	0.02369096359
847	0.02363405548
848	0.02360310958
849	0.02356355129
850	0.02354398821
851	0.02349231513
852	0.02345984993
853	0.02336962348
854	0.02334766776
855	0.02329633696
856	0.02325930721
857	0.02322108126
858	0.02318147635
859	0.02312559713
860	0.02309147351
861	0.02306345911
862	0.02303321056
863	0.02301296436
864	0.02298256067
865	0.02294529344
866	0.02290978109
867	0.02287603261
868	0.02284213121
869	0.02280463797
870	0.02278098876
871	0.02273159953
872	0.02269934212
873	0.02266524102
874	0.02263974789
875	0.02259895111
876	0.02258310938
877	0.02256635793
878	0.02253139349
879	0.0224835628
880	0.02245600273
881	0.02242865313
882	0.02241180173
883	0.02237062617
884	0.02234756648
885	0.022276575
886	0.02222913599
887	0.02219444766
888	0.02216310014
889	0.02213904239
890	0.02210499363
891	0.0220659741
892	0.02205713646
893	0.02202256686
894	0.02199164212
895	0.02194490738
896	0.02192718849
897	0.02189813067
898	0.02187272761
899	0.0218531385
900	0.02183004433
901	0.02180071157
902	0.02177528692
903	0.02176050893
904	0.02173953998
905	0.02171379103
906	0.02168016083
907	0.02165426272
908	0.02162026737
909	0.0216042571
910	0.021579349
911	0.02153797997
912	0.02150329668
913	0.02148013054
914	0.02145440775
915	0.02140299005
916	0.02138538324
917	0.02136216808
918	0.02133310155
919	0.02129046424
920	0.02127094501
921	0.0212414688
922	0.02118166463
923	0.021141395
924	0.02112464924
925	0.02109648731
926	0.0210773863
927	0.02106078962
928	0.02103879045
929	0.02099869337
930	0.02092900172
931	0.02090304432
932	0.02085967509
933	0.02082706215
934	0.02080165131
935	0.02076130722
936	0.0207197888
937	0.02067529034
938	0.02064965495
939	0.0206199752
940	0.0205921811
941	0.02054808542
942	0.0205212973
943	0.02048778269
944	0.02046827697
945	0.02043354083
946	0.02040683575
947	0.02038824694
948	0.02033711267
949	0.0203049406
950	0.02027655757
951	0.02024316597
952	0.0202057753
953	0.02017975106
954	0.02015811257
955	0.02014216739
956	0.02009772689
957	0.02008518417
958	0.02006452296
959	0.02003546259
960	0.0200182786
961	0.02000010591
962	0.01994031864
963	0.01992359562
964	0.01988828397
965	0.01986001145
966	0.01982641525
967	0.01981298003
968	0.01977870963
969	0.01975395166
970	0.01974337204
971	0.01972328569
972	0.01970566947
973	0.01968806658
974	0.01962448849
975	0.01959362362
976	0.01955181962
977	0.01952968844
978	0.01950339185
979	0.01947586374
980	0.01942046498
981	0.01940729147
982	0.01935844912
983	0.0193235155
984	0.01930371434
985	0.01929570546
986	0.01927180957
987	0.01923669333
988	0.01920532642
989	0.01915998614
990	0.01912374204
991	0.01907973409
992	0.01905531795
993	0.0190212469
994	0.01898534172
995	0.01895810978
996	0.01893610285
997	0.01890946857
998	0.01889515019
999	0.01885893659
